startX,startY,startZ,endX,endY,endZ,cyl_ID,parent_ID,axis_ID,branch_order,radius,length,volume,subtree_length
216727.972,5199918.173,205.496,216728.035,5199918.132,205.475,5392,4951,2540,4,0.009,0.078,0.00002,0.992
216728.035,5199918.132,205.475,216728.064,5199918.070,205.449,5393,5392,2540,4,0.008,0.073,0.00001,0.898
216728.064,5199918.070,205.449,216728.049,5199917.989,205.437,5394,5393,2540,4,0.007,0.084,0.00001,0.794
216728.049,5199917.989,205.437,216728.044,5199917.922,205.427,5395,5394,2540,4,0.006,0.067,0.00001,0.707
216728.044,5199917.922,205.427,216728.098,5199917.884,205.390,5396,5395,2540,4,0.006,0.076,0.00001,0.593
216723.088,5199921.510,205.517,216723.154,5199921.468,205.468,5397,4687,3581,4,0.002,0.092,0.00000,0.000
216723.088,5199921.510,205.517,216723.033,5199921.471,205.526,5398,4687,3576,3,0.015,0.067,0.00005,1.212
216723.033,5199921.471,205.526,216722.980,5199921.427,205.536,5399,5398,3576,3,0.014,0.069,0.00004,1.153
216722.980,5199921.427,205.536,216722.929,5199921.375,205.547,5400,5399,3576,3,0.013,0.074,0.00004,1.084
216722.929,5199921.375,205.547,216722.885,5199921.319,205.560,5401,5400,3576,3,0.012,0.073,0.00003,1.003
216722.981,5199922.075,205.462,216722.964,5199921.922,205.474,5402,5091,3525,3,0.005,0.154,0.00001,0.278
216722.964,5199921.922,205.474,216722.948,5199921.779,205.485,5403,5402,3525,3,0.004,0.144,0.00001,0.144
216729.048,5199923.434,205.461,216729.134,5199923.476,205.433,5404,5210,1261,4,0.005,0.100,0.00001,0.610
216729.134,5199923.476,205.433,216729.198,5199923.521,205.436,5405,5404,1261,4,0.004,0.078,0.00000,0.546
216729.198,5199923.521,205.436,216729.253,5199923.569,205.442,5406,5405,1261,4,0.004,0.073,0.00000,0.461
216727.967,5199924.267,205.566,216727.764,5199924.226,205.585,5407,4824,1304,6,0.002,0.208,0.00000,0.000
216727.967,5199924.267,205.566,216727.930,5199924.381,205.554,5408,4824,1303,5,0.005,0.120,0.00001,0.891
216728.061,5199924.146,205.571,216728.181,5199924.211,205.595,5409,4823,1302,4,0.007,0.138,0.00002,1.108
216727.433,5199922.561,205.630,216727.304,5199922.465,205.657,5410,4833,1215,5,0.002,0.164,0.00000,0.000
216726.842,5199923.203,205.596,216726.920,5199923.280,205.660,5411,5221,1274,5,0.004,0.127,0.00001,0.674
216729.054,5199923.449,205.545,216729.044,5199923.459,205.638,5412,5315,1256,3,0.005,0.094,0.00001,0.643
216729.044,5199923.459,205.638,216729.020,5199923.455,205.727,5413,5412,1256,3,0.005,0.092,0.00001,0.539
216726.802,5199919.666,205.834,216726.788,5199919.739,205.823,5414,5124,2447,4,0.007,0.075,0.00001,0.761
216726.788,5199919.739,205.823,216726.766,5199919.808,205.812,5415,5414,2447,4,0.006,0.073,0.00001,0.685
216726.766,5199919.808,205.812,216726.734,5199919.869,205.818,5416,5415,2447,4,0.006,0.069,0.00001,0.606
216726.734,5199919.869,205.818,216726.699,5199919.926,205.830,5417,5416,2447,4,0.005,0.068,0.00001,0.537
216726.699,5199919.926,205.830,216726.684,5199919.998,205.821,5418,5417,2447,4,0.005,0.074,0.00000,0.451
216726.684,5199919.998,205.821,216726.676,5199920.080,205.813,5419,5418,2447,4,0.004,0.083,0.00000,0.343
216726.676,5199920.080,205.813,216726.664,5199920.161,205.818,5420,5419,2447,4,0.004,0.083,0.00000,0.254
216726.664,5199920.161,205.818,216726.645,5199920.241,205.829,5421,5420,2447,4,0.003,0.083,0.00000,0.169
216726.645,5199920.241,205.829,216726.619,5199920.317,205.850,5422,5421,2447,4,0.003,0.083,0.00000,0.084
216726.619,5199920.317,205.850,216726.592,5199920.393,205.870,5423,5422,2447,4,0.002,0.083,0.00000,0.000
216728.378,5199923.638,205.717,216728.375,5199923.513,205.766,5424,5245,1426,5,0.005,0.134,0.00001,0.803
216728.375,5199923.513,205.766,216728.376,5199923.398,205.810,5425,5424,1426,5,0.005,0.122,0.00001,0.686
216728.393,5199923.980,205.783,216728.440,5199924.114,205.854,5426,5249,1425,5,0.002,0.159,0.00000,0.000
216726.802,5199919.666,205.834,216726.688,5199919.653,205.931,5427,5124,2454,5,0.002,0.150,0.00000,0.000
216724.784,5199922.632,206.179,216724.675,5199922.567,206.107,5428,5132,3408,4,0.008,0.146,0.00003,0.948
216724.675,5199922.567,206.107,216724.593,5199922.533,206.069,5429,5428,3408,4,0.007,0.097,0.00002,0.865
216724.593,5199922.533,206.069,216724.511,5199922.497,206.043,5430,5429,3408,4,0.007,0.093,0.00001,0.783
216724.511,5199922.497,206.043,216724.438,5199922.463,206.031,5431,5430,3408,4,0.006,0.082,0.00001,0.709
216724.438,5199922.463,206.031,216724.366,5199922.432,206.022,5432,5431,3408,4,0.006,0.078,0.00001,0.625
216724.784,5199922.632,206.179,216724.713,5199922.726,206.075,5433,5132,3410,4,0.010,0.157,0.00005,1.276
216724.713,5199922.726,206.075,216724.636,5199922.778,206.015,5434,5433,3410,4,0.009,0.110,0.00003,1.175
216724.636,5199922.778,206.015,216724.550,5199922.805,205.978,5435,5434,3410,4,0.009,0.097,0.00002,1.070
216724.550,5199922.805,205.978,216724.609,5199922.818,205.892,5436,5435,3411,5,0.003,0.105,0.00000,0.106
216727.579,5199923.194,205.930,216727.540,5199923.262,205.996,5437,5122,1220,4,0.003,0.102,0.00000,0.103
216727.540,5199923.262,205.996,216727.503,5199923.330,206.063,5438,5437,1220,4,0.002,0.103,0.00000,0.000
216728.043,5199921.791,206.556,216728.045,5199921.768,206.656,5439,5296,1,1,0.068,0.103,0.00150,7.054
216725.775,5199917.768,206.212,216725.749,5199917.634,206.155,5440,5263,1858,4,0.005,0.148,0.00001,0.617
216725.749,5199917.634,206.155,216725.783,5199917.520,206.108,5441,5440,1858,4,0.005,0.128,0.00001,0.502
216725.039,5199921.613,206.149,216725.079,5199921.499,206.173,5442,5274,3145,5,0.015,0.123,0.00009,2.547
216728.061,5199923.681,205.997,216728.087,5199923.600,206.056,5443,5276,1308,4,0.008,0.104,0.00002,1.208
216728.087,5199923.600,206.056,216728.118,5199923.541,206.123,5444,5443,1308,4,0.007,0.094,0.00002,1.128
216728.118,5199923.541,206.123,216728.151,5199923.499,206.206,5445,5444,1308,4,0.007,0.099,0.00001,1.040
216728.151,5199923.499,206.206,216728.191,5199923.466,206.290,5446,5445,1308,4,0.006,0.099,0.00001,0.930
216727.861,5199923.615,206.100,216727.889,5199923.659,206.182,5447,5275,1429,3,0.021,0.098,0.00013,3.213
216726.944,5199918.390,206.164,216726.969,5199918.307,206.177,5448,5000,2438,4,0.007,0.088,0.00001,0.792
216726.969,5199918.307,206.177,216726.998,5199918.240,206.209,5449,5448,2438,4,0.006,0.080,0.00001,0.703
216726.998,5199918.240,206.209,216727.024,5199918.182,206.247,5450,5449,2438,4,0.006,0.074,0.00001,0.626
216727.024,5199918.182,206.247,216727.044,5199918.111,206.266,5451,5450,2438,4,0.005,0.075,0.00001,0.530
216727.044,5199918.111,206.266,216727.070,5199918.033,206.278,5452,5451,2438,4,0.005,0.084,0.00001,0.430
216727.070,5199918.033,206.278,216727.106,5199917.956,206.297,5453,5452,2438,4,0.004,0.087,0.00000,0.339
216729.353,5199921.253,206.121,216729.427,5199921.180,206.174,5454,5277,1002,4,0.003,0.116,0.00000,0.198
216729.427,5199921.180,206.174,216729.497,5199921.109,206.227,5455,5454,1002,4,0.003,0.113,0.00000,0.097
216729.497,5199921.109,206.227,216729.561,5199921.042,206.276,5456,5455,1002,4,0.002,0.105,0.00000,0.000
216725.775,5199917.768,206.212,216725.776,5199917.757,206.310,5457,5263,1740,3,0.071,0.098,0.00154,7.342
216725.497,5199918.897,206.303,216725.433,5199918.882,206.373,5458,5137,1738,2,0.080,0.096,0.00192,7.620
216724.699,5199922.298,206.262,216724.645,5199922.302,206.338,5459,5010,3220,4,0.017,0.094,0.00009,2.402
216725.046,5199922.654,206.168,216725.112,5199922.709,206.217,5460,5142,3418,4,0.003,0.099,0.00000,0.147
216725.112,5199922.709,206.217,216725.161,5199922.764,206.254,5461,5460,3418,4,0.003,0.083,0.00000,0.072
216725.161,5199922.764,206.254,216725.210,5199922.818,206.289,5462,5461,3418,4,0.002,0.081,0.00000,0.000
216729.295,5199921.500,206.376,216729.217,5199921.477,206.427,5463,5295,805,3,0.005,0.097,0.00001,0.614
216727.343,5199919.017,206.530,216727.340,5199919.108,206.592,5464,5163,2620,5,0.008,0.109,0.00002,1.008
216727.340,5199919.108,206.592,216727.325,5199919.195,206.648,5465,5464,2620,5,0.007,0.105,0.00002,0.910
216727.325,5199919.195,206.648,216727.258,5199919.151,206.593,5466,5465,2621,6,0.003,0.098,0.00000,0.068
216727.258,5199919.151,206.593,216727.206,5199919.190,206.611,5467,5466,2621,6,0.002,0.068,0.00000,0.000
216724.920,5199918.596,205.265,216724.842,5199918.559,205.292,5468,3957,2433,4,0.006,0.090,0.00001,0.690
216724.842,5199918.559,205.292,216724.766,5199918.522,205.321,5469,5468,2433,4,0.006,0.090,0.00001,0.600
216724.766,5199918.522,205.321,216724.692,5199918.485,205.352,5470,5469,2433,4,0.005,0.088,0.00001,0.510
216724.692,5199918.485,205.352,216724.620,5199918.448,205.386,5471,5470,2433,4,0.005,0.088,0.00001,0.424
216724.620,5199918.448,205.386,216724.551,5199918.410,205.428,5472,5471,2433,4,0.004,0.089,0.00000,0.337
216724.551,5199918.410,205.428,216724.485,5199918.372,205.473,5473,5472,2433,4,0.004,0.089,0.00000,0.248
216724.485,5199918.372,205.473,216724.423,5199918.333,205.516,5474,5473,2433,4,0.003,0.085,0.00000,0.157
216730.614,5199923.533,203.722,216730.672,5199923.595,203.702,5475,5307,1132,5,0.004,0.087,0.00000,0.383
216724.955,5199917.671,205.111,216724.936,5199917.624,205.117,5476,5323,2012,6,0.003,0.051,0.00000,0.088
216724.936,5199917.624,205.117,216724.827,5199917.614,205.179,5477,5476,2013,7,0.002,0.125,0.00000,0.000
216723.829,5199921.132,205.152,216723.882,5199921.093,205.140,5478,4513,3577,4,0.007,0.066,0.00001,0.547
216723.882,5199921.093,205.140,216723.934,5199921.056,205.121,5479,5478,3577,4,0.006,0.067,0.00001,0.452
216723.934,5199921.056,205.121,216723.995,5199921.025,205.104,5480,5479,3577,4,0.005,0.071,0.00001,0.380
216726.523,5199919.851,205.052,216726.564,5199919.973,205.172,5481,5168,2465,5,0.002,0.176,0.00000,0.000
216730.002,5199921.086,205.279,216730.087,5199921.043,205.242,5482,5361,482,4,0.010,0.101,0.00003,1.447
216730.087,5199921.043,205.242,216730.163,5199921.006,205.208,5483,5482,482,4,0.009,0.091,0.00003,1.363
216730.163,5199921.006,205.208,216730.227,5199920.974,205.184,5484,5483,482,4,0.009,0.076,0.00002,1.295
216730.227,5199920.974,205.184,216730.297,5199920.947,205.158,5485,5484,482,4,0.009,0.078,0.00002,1.227
216730.297,5199920.947,205.158,216730.352,5199920.915,205.133,5486,5485,482,4,0.008,0.069,0.00002,1.156
216730.352,5199920.915,205.133,216730.375,5199920.860,205.116,5487,5486,482,4,0.008,0.062,0.00001,1.085
216730.375,5199920.860,205.116,216730.402,5199920.808,205.113,5488,5487,482,4,0.007,0.058,0.00001,1.027
216730.402,5199920.808,205.113,216730.482,5199920.804,205.115,5489,5488,482,4,0.007,0.080,0.00001,0.934
216726.097,5199919.990,205.842,216726.054,5199920.059,205.878,5490,5235,2437,3,0.009,0.088,0.00002,0.956
216725.458,5199917.739,206.206,216725.497,5199917.636,206.257,5491,5265,1856,5,0.003,0.121,0.00000,0.097
216728.053,5199922.299,205.858,216728.118,5199922.257,205.880,5492,5118,1206,5,0.003,0.080,0.00000,0.074
216728.118,5199922.257,205.880,216728.183,5199922.216,205.901,5493,5492,1206,5,0.002,0.079,0.00000,0.000
216725.776,5199917.757,206.310,216725.765,5199917.740,206.405,5494,5457,1740,3,0.070,0.097,0.00151,7.246
216725.765,5199917.740,206.405,216725.739,5199917.714,206.497,5495,5494,1740,3,0.069,0.099,0.00147,7.149
216725.739,5199917.714,206.497,216725.702,5199917.683,206.585,5496,5495,1740,3,0.068,0.101,0.00145,7.045
216727.350,5199922.240,205.806,216727.281,5199922.183,205.856,5497,5242,1212,5,0.004,0.103,0.00000,0.462
216732.150,5199922.064,202.888,216732.291,5199922.036,202.943,5498,3392,1667,4,0.002,0.154,0.00000,0.000
216732.129,5199922.099,202.845,216732.129,5199922.137,202.787,5499,3393,1615,3,0.003,0.070,0.00000,0.114
216732.129,5199922.137,202.787,216732.139,5199922.181,202.718,5500,5499,1615,3,0.002,0.082,0.00000,0.000
216727.881,5199923.175,206.140,216727.889,5199923.229,206.265,5501,5143,1199,3,0.009,0.136,0.00003,1.287
216727.889,5199923.229,206.265,216727.861,5199923.272,206.377,5502,5501,1199,3,0.008,0.123,0.00003,1.165
216731.219,5199922.136,204.384,216731.120,5199922.058,204.354,5503,5367,1153,4,0.002,0.129,0.00000,0.000
216728.645,5199922.305,206.226,216728.608,5199922.354,206.305,5504,4994,497,3,0.010,0.099,0.00003,1.277
216729.530,5199923.369,204.853,216729.518,5199923.319,204.830,5505,5183,1106,4,0.003,0.057,0.00000,0.118
216729.518,5199923.319,204.830,216729.515,5199923.281,204.794,5506,5505,1106,4,0.003,0.052,0.00000,0.060
216729.515,5199923.281,204.794,216729.514,5199923.240,204.751,5507,5506,1106,4,0.002,0.059,0.00000,0.000
216727.741,5199917.020,204.779,216727.880,5199917.171,204.712,5508,5349,2481,4,0.003,0.216,0.00000,0.048
216727.880,5199917.171,204.712,216727.928,5199917.168,204.709,5509,5508,2481,4,0.002,0.048,0.00000,0.000
216729.630,5199924.058,204.560,216729.635,5199923.992,204.503,5510,5376,1105,5,0.002,0.087,0.00000,0.000
216724.419,5199921.686,205.612,216724.323,5199921.605,205.581,5511,5229,3213,6,0.003,0.129,0.00000,0.149
216728.181,5199924.211,205.595,216728.288,5199924.277,205.617,5512,5409,1302,4,0.007,0.128,0.00002,0.945
216725.167,5199919.684,205.438,216725.030,5199919.517,205.382,5513,5084,2417,4,0.007,0.223,0.00003,0.824
216725.030,5199919.517,205.382,216724.908,5199919.454,205.366,5514,5513,2417,4,0.006,0.139,0.00002,0.719
216724.908,5199919.454,205.366,216724.783,5199919.412,205.365,5515,5514,2417,4,0.005,0.131,0.00001,0.593
216727.526,5199924.267,205.544,216727.534,5199924.365,205.582,5516,5225,1296,5,0.007,0.106,0.00001,1.218
216727.534,5199924.365,205.582,216727.533,5199924.450,205.611,5517,5516,1296,5,0.006,0.089,0.00001,1.128
216727.533,5199924.450,205.611,216727.518,5199924.523,205.630,5518,5517,1296,5,0.006,0.077,0.00001,1.049
216727.518,5199924.523,205.630,216727.478,5199924.583,205.633,5519,5518,1296,5,0.006,0.072,0.00001,0.981
216727.478,5199924.583,205.633,216727.416,5199924.633,205.626,5520,5519,1296,5,0.005,0.081,0.00001,0.904
216729.515,5199921.487,206.390,216729.600,5199921.477,206.471,5521,5279,466,2,0.049,0.118,0.00089,7.078
216724.920,5199918.596,205.265,216724.841,5199918.683,205.304,5522,3957,2434,5,0.003,0.123,0.00000,0.233
216724.841,5199918.683,205.304,216724.761,5199918.757,205.349,5523,5522,2434,5,0.003,0.118,0.00000,0.119
216722.701,5199921.752,205.245,216722.626,5199921.761,205.274,5524,4923,3527,3,0.040,0.081,0.00041,3.264
216722.626,5199921.761,205.274,216722.553,5199921.771,205.306,5525,5524,3527,3,0.039,0.080,0.00038,3.189
216722.553,5199921.771,205.306,216722.474,5199921.786,205.333,5526,5525,3527,3,0.038,0.085,0.00038,3.114
216722.474,5199921.786,205.333,216722.391,5199921.803,205.345,5527,5526,3527,3,0.037,0.085,0.00036,3.026
216727.630,5199923.920,206.114,216727.609,5199923.976,206.189,5528,4981,1179,2,0.051,0.096,0.00079,6.613
216727.609,5199923.976,206.189,216727.591,5199924.025,206.267,5529,5528,1179,2,0.050,0.094,0.00075,6.519
216725.530,5199918.272,205.999,216725.439,5199918.301,206.011,5530,4986,1857,4,0.002,0.096,0.00000,0.000
216731.089,5199922.224,204.333,216730.987,5199922.170,204.337,5531,5378,1154,4,0.005,0.115,0.00001,0.367
216730.987,5199922.170,204.337,216730.898,5199922.120,204.334,5532,5531,1154,4,0.005,0.103,0.00001,0.271
216730.898,5199922.120,204.334,216730.827,5199922.074,204.329,5533,5532,1154,4,0.004,0.085,0.00000,0.174
216730.827,5199922.074,204.329,216730.765,5199922.054,204.322,5534,5533,1154,4,0.003,0.065,0.00000,0.105
216730.765,5199922.054,204.322,216730.709,5199922.047,204.316,5535,5534,1154,4,0.003,0.057,0.00000,0.053
216730.709,5199922.047,204.316,216730.655,5199922.045,204.309,5536,5535,1154,4,0.002,0.055,0.00000,0.000
216723.829,5199921.132,205.152,216723.719,5199920.991,205.130,5537,4513,3579,5,0.005,0.180,0.00001,0.420
216723.719,5199920.991,205.130,216723.655,5199920.889,205.124,5538,5537,3579,5,0.004,0.121,0.00001,0.314
216723.655,5199920.889,205.124,216723.607,5199920.798,205.121,5539,5538,3579,5,0.004,0.103,0.00000,0.215
216723.607,5199920.798,205.121,216723.591,5199920.721,205.121,5540,5539,3579,5,0.003,0.078,0.00000,0.142
216723.591,5199920.721,205.121,216723.590,5199920.646,205.120,5541,5540,3579,5,0.003,0.074,0.00000,0.073
216723.590,5199920.646,205.120,216723.595,5199920.575,205.119,5542,5541,3579,5,0.002,0.072,0.00000,0.000
216728.045,5199921.768,206.656,216728.048,5199921.748,206.756,5543,5439,1,1,0.068,0.102,0.00146,6.949
216726.966,5199922.622,204.971,216726.898,5199922.660,204.895,5544,4658,1231,5,0.002,0.110,0.00000,0.000
216728.681,5199923.663,205.621,216728.790,5199923.593,205.589,5545,5231,1418,5,0.002,0.133,0.00000,0.000
216726.812,5199918.896,206.313,216726.767,5199918.913,206.333,5546,5329,2441,5,0.003,0.053,0.00000,0.042
216726.767,5199918.913,206.333,216726.721,5199918.929,206.350,5547,5546,2441,5,0.002,0.051,0.00000,0.000
216724.645,5199922.302,206.338,216724.589,5199922.305,206.413,5548,5459,3220,4,0.016,0.094,0.00008,2.309
216724.589,5199922.305,206.413,216724.532,5199922.306,206.491,5549,5548,3220,4,0.016,0.096,0.00008,2.218
216724.532,5199922.306,206.491,216724.485,5199922.303,206.573,5550,5549,3220,4,0.015,0.095,0.00007,2.120
216727.272,5199918.443,206.488,216727.236,5199918.485,206.611,5551,5289,2550,5,0.004,0.135,0.00001,0.412
216727.236,5199918.485,206.611,216727.189,5199918.541,206.692,5552,5551,2550,5,0.004,0.109,0.00001,0.315
216727.189,5199918.541,206.692,216727.139,5199918.593,206.755,5553,5552,2550,5,0.004,0.095,0.00000,0.208
216729.759,5199920.938,205.369,216729.608,5199920.953,205.427,5554,5390,481,5,0.004,0.162,0.00001,0.376
216731.653,5199922.621,204.010,216731.691,5199922.673,203.999,5555,4331,1141,3,0.003,0.065,0.00000,0.061
216731.691,5199922.673,203.999,216731.726,5199922.725,203.984,5556,5555,1141,3,0.002,0.064,0.00000,0.000
216725.079,5199921.499,206.173,216725.106,5199921.388,206.200,5557,5442,3145,5,0.015,0.116,0.00008,2.433
216728.045,5199921.768,206.656,216728.124,5199921.840,206.725,5558,5439,429,2,0.013,0.128,0.00007,1.758
216728.124,5199921.840,206.725,216728.179,5199921.898,206.793,5559,5558,429,2,0.013,0.105,0.00005,1.655
216727.707,5199918.979,206.676,216727.761,5199918.904,206.774,5560,5155,2517,3,0.065,0.135,0.00178,6.876
216727.707,5199918.979,206.676,216727.689,5199919.023,206.816,5561,5155,2793,4,0.054,0.148,0.00137,6.683
216725.167,5199919.684,205.438,216725.126,5199919.771,205.473,5562,5084,2414,3,0.013,0.103,0.00005,1.495
216727.630,5199923.920,206.114,216727.532,5199923.956,206.068,5563,4981,1502,3,0.005,0.113,0.00001,0.561
216727.532,5199923.956,206.068,216727.458,5199923.994,206.037,5564,5563,1502,3,0.005,0.089,0.00001,0.478
216727.458,5199923.994,206.037,216727.389,5199924.046,206.014,5565,5564,1502,3,0.004,0.090,0.00001,0.396
216727.389,5199924.046,206.014,216727.324,5199924.113,206.005,5566,5565,1502,3,0.004,0.094,0.00000,0.312
216727.324,5199924.113,206.005,216727.260,5199924.189,206.005,5567,5566,1502,3,0.003,0.099,0.00000,0.205
216726.920,5199923.280,205.660,216726.990,5199923.347,205.717,5568,5411,1274,5,0.004,0.113,0.00001,0.565
216728.096,5199924.036,206.067,216728.111,5199924.076,206.150,5569,5128,1282,3,0.041,0.094,0.00049,6.412
216728.111,5199924.076,206.150,216728.123,5199924.114,206.234,5570,5569,1282,3,0.040,0.093,0.00048,6.321
216728.123,5199924.114,206.234,216728.134,5199924.156,206.318,5571,5570,1282,3,0.040,0.094,0.00047,6.229
216728.134,5199924.156,206.318,216728.150,5199924.203,206.398,5572,5571,1282,3,0.039,0.094,0.00045,6.134
216730.604,5199923.297,204.616,216730.670,5199923.333,204.652,5573,5369,1097,5,0.003,0.083,0.00000,0.076
216730.670,5199923.333,204.652,216730.734,5199923.369,204.688,5574,5573,1097,5,0.002,0.081,0.00000,0.000
216731.604,5199922.484,204.253,216731.658,5199922.525,204.297,5575,5377,1082,2,0.026,0.081,0.00018,1.815
216729.530,5199923.369,204.853,216729.485,5199923.439,205.000,5576,5183,1107,5,0.003,0.168,0.00000,0.157
216726.070,5199917.042,205.092,216726.113,5199916.972,205.115,5577,4759,2005,5,0.005,0.085,0.00001,0.681
216726.113,5199916.972,205.115,216726.161,5199916.901,205.140,5578,5577,2005,5,0.005,0.089,0.00001,0.597
216726.161,5199916.901,205.140,216726.217,5199916.831,205.169,5579,5578,2005,5,0.005,0.094,0.00001,0.506
216725.433,5199918.882,206.373,216725.377,5199918.875,206.444,5580,5458,1738,2,0.080,0.091,0.00183,7.523
216725.377,5199918.875,206.444,216725.317,5199918.874,206.513,5581,5580,1738,2,0.079,0.091,0.00177,7.436
216725.317,5199918.874,206.513,216725.249,5199918.877,206.575,5582,5581,1738,2,0.077,0.092,0.00173,7.347
216725.249,5199918.877,206.575,216725.179,5199918.885,206.633,5583,5582,1738,2,0.075,0.091,0.00162,7.249
216727.272,5199918.443,206.488,216727.256,5199918.373,206.420,5584,5289,2551,5,0.005,0.098,0.00001,0.464
216727.889,5199923.659,206.182,216727.893,5199923.693,206.258,5585,5447,1429,3,0.020,0.083,0.00011,3.111
216727.741,5199917.020,204.779,216727.814,5199916.982,204.817,5586,5349,2472,3,0.005,0.091,0.00001,0.415
216727.814,5199916.982,204.817,216727.895,5199916.953,204.852,5587,5586,2472,3,0.004,0.092,0.00001,0.323
216727.895,5199916.953,204.852,216727.816,5199916.821,204.861,5588,5587,2482,4,0.002,0.154,0.00000,0.000
216728.534,5199920.332,205.929,216728.555,5199920.263,205.952,5589,5255,1027,5,0.005,0.075,0.00001,0.520
216725.371,5199921.980,206.313,216725.436,5199922.049,206.374,5590,5338,3197,5,0.011,0.113,0.00004,1.707
216729.882,5199921.149,205.353,216729.931,5199921.209,205.357,5591,5360,475,3,0.013,0.078,0.00004,1.739
216729.931,5199921.209,205.357,216729.978,5199921.281,205.334,5592,5591,475,3,0.013,0.089,0.00004,1.578
216729.978,5199921.281,205.334,216730.004,5199921.352,205.326,5593,5592,475,3,0.012,0.076,0.00003,1.494
216730.004,5199921.352,205.326,216730.039,5199921.427,205.336,5594,5593,475,3,0.011,0.083,0.00003,1.416
216728.862,5199919.475,205.304,216728.908,5199919.533,205.337,5595,5312,2528,4,0.008,0.081,0.00002,0.985
216728.973,5199922.421,205.340,216728.989,5199922.498,205.362,5596,5205,1004,3,0.005,0.082,0.00001,0.422
216728.989,5199922.498,205.362,216729.003,5199922.578,205.389,5597,5596,1004,3,0.004,0.086,0.00000,0.340
216729.003,5199922.578,205.389,216729.018,5199922.658,205.422,5598,5597,1004,3,0.004,0.088,0.00000,0.250
216729.018,5199922.658,205.422,216729.037,5199922.733,205.458,5599,5598,1004,3,0.003,0.085,0.00000,0.159
216727.645,5199918.140,205.521,216727.597,5199918.180,205.516,5600,5318,2542,5,0.003,0.063,0.00000,0.088
216727.597,5199918.180,205.516,216727.583,5199918.200,205.513,5601,5600,2542,5,0.002,0.024,0.00000,0.000
216729.931,5199921.209,205.357,216729.849,5199921.195,205.471,5602,5591,494,4,0.003,0.141,0.00000,0.151
216727.526,5199924.267,205.544,216727.416,5199924.242,205.527,5603,5225,1301,6,0.002,0.114,0.00000,0.000
216726.097,5199919.990,205.842,216725.990,5199919.992,205.843,5604,5235,2446,4,0.004,0.107,0.00001,0.428
216725.990,5199919.992,205.843,216725.896,5199919.973,205.848,5605,5604,2446,4,0.004,0.096,0.00000,0.337
216728.376,5199923.398,205.810,216728.456,5199923.371,205.790,5606,5425,1428,6,0.003,0.086,0.00000,0.381
216728.456,5199923.371,205.790,216728.513,5199923.325,205.781,5607,5606,1428,6,0.003,0.074,0.00000,0.307
216728.513,5199923.325,205.781,216728.565,5199923.270,205.775,5608,5607,1428,6,0.003,0.075,0.00000,0.236
216728.565,5199923.270,205.775,216728.604,5199923.205,205.773,5609,5608,1428,6,0.003,0.076,0.00000,0.157
216728.604,5199923.205,205.773,216728.638,5199923.136,205.774,5610,5609,1428,6,0.003,0.077,0.00000,0.078
216728.638,5199923.136,205.774,216728.670,5199923.066,205.775,5611,5610,1428,6,0.002,0.077,0.00000,0.000
216727.206,5199923.249,205.950,216727.204,5199923.324,205.973,5612,5253,1276,4,0.003,0.079,0.00000,0.196
216727.204,5199923.324,205.973,216727.201,5199923.389,206.035,5613,5612,1276,4,0.003,0.090,0.00000,0.102
216728.628,5199923.828,205.796,216728.701,5199923.853,205.826,5614,5248,1408,4,0.012,0.083,0.00004,2.103
216728.701,5199923.853,205.826,216728.766,5199923.899,205.845,5615,5614,1408,4,0.012,0.082,0.00004,2.028
216728.766,5199923.899,205.845,216728.820,5199923.956,205.857,5616,5615,1408,4,0.011,0.079,0.00003,1.942
216728.534,5199920.332,205.929,216728.670,5199920.330,206.000,5617,5255,1030,6,0.002,0.153,0.00000,0.000
216727.206,5199923.249,205.950,216727.232,5199923.239,206.039,5618,5253,1264,3,0.007,0.093,0.00002,0.936
216725.433,5199918.882,206.373,216725.481,5199919.087,206.447,5619,5458,2413,3,0.002,0.223,0.00000,0.000
216729.217,5199921.477,206.427,216729.084,5199921.518,206.477,5620,5463,806,4,0.003,0.147,0.00000,0.190
216729.084,5199921.518,206.477,216728.986,5199921.551,206.513,5621,5620,806,4,0.003,0.110,0.00000,0.097
216728.986,5199921.551,206.513,216728.882,5199921.584,206.550,5622,5621,806,4,0.002,0.116,0.00000,0.000
216727.272,5199918.443,206.488,216727.276,5199918.389,206.567,5623,5289,2549,4,0.041,0.096,0.00050,5.297
216727.276,5199918.389,206.567,216727.268,5199918.332,206.646,5624,5623,2549,4,0.040,0.098,0.00049,5.205
216727.268,5199918.332,206.646,216727.252,5199918.267,206.722,5625,5624,2549,4,0.039,0.101,0.00049,5.103
216729.217,5199921.477,206.427,216729.138,5199921.442,206.449,5626,5463,805,3,0.005,0.089,0.00001,0.539
216729.138,5199921.442,206.449,216729.069,5199921.410,206.462,5627,5626,805,3,0.005,0.077,0.00000,0.463
216729.069,5199921.410,206.462,216728.991,5199921.407,206.481,5628,5627,805,3,0.004,0.081,0.00000,0.383
216728.045,5199921.768,206.656,216727.994,5199921.939,206.699,5629,5439,435,2,0.023,0.183,0.00031,3.211
216728.409,5199921.762,206.582,216728.448,5199921.760,206.671,5630,5160,24,2,0.057,0.097,0.00098,6.879
216729.667,5199924.102,204.647,216729.595,5199924.165,204.661,5631,5375,1104,4,0.004,0.097,0.00000,0.226
